"DATE","variable","value"
"10/7/17","time08:00",1.87
"10/7/17","time09:00",1.85
"10/7/17","time10:00",1.87
"10/7/17","time11:00",1.87
"10/7/17","time12:00",2.02
"10/7/17","time13:00",1.85
"10/7/17","time14:00",1.72
"10/7/17","time15:00",1.87
"10/7/17","time16:00",2.02
"10/7/17","time17:00",2.17
"10/7/17","time18:00",2.17
"10/7/17","time19:00",2.15
"10/7/17","time20:00",2.3
"10/7/17","time21:00",2.02
"10/7/17","time22:00",2.32
"10/7/17","time23:00",2.32
"10/8/17","time00:00",2.17
"10/8/17","time01:00",2.17
"10/8/17","time02:00",2.17
"10/8/17","time03:00",2.32
"10/8/17","time04:00",3.62
"10/8/17","time05:00",5.5
"10/8/17","time06:00",3.19
"10/8/17","time07:00",2.53
"10/8/17","time08:00",5.09
"10/8/17","time09:00",4.83
"10/8/17","time10:00",5.25
"10/8/17","time11:00",5.81
"10/8/17","time12:00",5.93
"10/8/17","time13:00",1.7
"10/8/17","time14:00",1.85
"10/8/17","time15:00",2.02
"10/8/17","time16:00",1.72
"10/8/17","time17:00",2.02
"10/8/17","time18:00",1.85
"10/8/17","time19:00",2.17
"10/8/17","time20:00",2.15
"10/8/17","time21:00",2.32
"10/8/17","time22:00",2.04
"10/8/17","time23:00",2.15
"10/9/17","time00:00",2.32
"10/9/17","time01:00",2.17
"10/9/17","time02:00",2.15
"10/9/17","time03:00",2.17
"10/9/17","time04:00",2.17
"10/9/17","time05:00",2.95
"10/9/17","time06:00",2.95
"10/9/17","time07:00",5.02
"10/9/17","time08:00",14.49
"10/9/17","time09:00",14.45
"10/9/17","time10:00",19.77
"10/9/17","time11:00",24.65
"10/9/17","time12:00",33.12
"10/9/17","time13:00",34.1
"10/9/17","time14:00",40.68
"10/9/17","time15:00",40.61
"10/9/17","time16:00",15.22
"10/9/17","time17:00",3.07
"10/9/17","time18:00",2.45
"10/9/17","time19:00",2.47
"10/9/17","time20:00",2.3
"10/9/17","time21:00",2.47
"10/9/17","time22:00",2.32
"10/9/17","time23:00",2.15
"10/10/17","time00:00",2.15
"10/10/17","time01:00",2.3
"10/10/17","time02:00",2.32
"10/10/17","time03:00",2.3
"10/10/17","time04:00",2.32
"10/10/17","time05:00",2.17
"10/10/17","time06:00",2.9
"10/10/17","time07:00",6.97
"10/10/17","time08:00",11.73
"10/10/17","time09:00",14.2
"10/10/17","time10:00",28.13
"10/10/17","time11:00",29.37
"10/10/17","time12:00",22.64
"10/10/17","time13:00",26.62
"10/10/17","time14:00",28.25
"10/10/17","time15:00",63.72
"10/10/17","time16:00",37.66
"10/10/17","time17:00",13.45
"10/10/17","time18:00",10.22
"10/10/17","time19:00",7.63
"10/10/17","time20:00",2.17
"10/10/17","time21:00",2.45
"10/10/17","time22:00",2.17
"10/10/17","time23:00",2.32
"10/11/17","time00:00",2.15
"10/11/17","time01:00",2.47
"10/11/17","time02:00",2.3
"10/11/17","time03:00",2.17
"10/11/17","time04:00",2.32
"10/11/17","time05:00",2.3
"10/11/17","time06:00",3.22
"10/11/17","time07:00",6.67
"10/11/17","time08:00",15.86
"10/11/17","time09:00",14.99
"10/11/17","time10:00",15.21
"10/11/17","time11:00",30.45
"10/11/17","time12:00",33.23
"10/11/17","time13:00",39.35
"10/11/17","time14:00",36.12
"10/11/17","time15:00",36.38
"10/11/17","time16:00",19.06
"10/11/17","time17:00",5
"10/11/17","time18:00",4.1
"10/11/17","time19:00",2.92
"10/11/17","time20:00",2.62
"10/11/17","time21:00",2.47
"10/11/17","time22:00",2.6
"10/11/17","time23:00",2.32
"10/12/17","time00:00",2.34
"10/12/17","time01:00",2.3
"10/12/17","time02:00",2.32
"10/12/17","time03:00",3.25
"10/12/17","time04:00",3.12
"10/12/17","time05:00",3.1
"10/12/17","time06:00",4.15
"10/12/17","time07:00",8.82
"10/12/17","time08:00",11.34
"10/12/17","time09:00",18
"10/12/17","time10:00",14.18
"10/12/17","time11:00",15.37
"10/12/17","time12:00",16.59
"10/12/17","time13:00",19.02
"10/12/17","time14:00",23.63
"10/12/17","time15:00",29.13
"10/12/17","time16:00",20.12
"10/12/17","time17:00",7.27
"10/12/17","time18:00",5.45
"10/12/17","time19:00",4.87
"10/12/17","time20:00",4.57
"10/12/17","time21:00",3.95
"10/12/17","time22:00",2.32
"10/12/17","time23:00",2
"10/13/17","time00:00",2.38
"10/13/17","time01:00",3.25
"10/13/17","time02:00",2.97
"10/13/17","time03:00",2.95
"10/13/17","time04:00",2.8
"10/13/17","time05:00",3.1
"10/13/17","time06:00",4.9
"10/13/17","time07:00",9.87
"10/13/17","time08:00",18.69
"10/13/17","time09:00",18.32
"10/13/17","time10:00",14.87
"10/13/17","time11:00",14.63
"10/13/17","time12:00",16.33
"10/13/17","time13:00",25.89
"10/13/17","time14:00",32.75
"10/13/17","time15:00",35.52
"10/13/17","time16:00",22.63
"10/13/17","time17:00",19.28
"10/13/17","time18:00",16.51
"10/13/17","time19:00",11.89
"10/13/17","time20:00",6.83
"10/13/17","time21:00",3.26
"10/13/17","time22:00",2.32
"10/13/17","time23:00",2.17
"10/14/17","time00:00",2.17
"10/14/17","time01:00",2.48
"10/14/17","time02:00",2.97
"10/14/17","time03:00",3.1
"10/14/17","time04:00",2.95
"10/14/17","time05:00",3.12
"10/14/17","time06:00",3.12
"10/14/17","time07:00",2.95
"10/14/17","time08:00",2.4
"10/14/17","time09:00",1.87
"10/14/17","time10:00",2
"10/14/17","time11:00",2.02
"10/14/17","time12:00",1.87
"10/14/17","time13:00",2.02
"10/14/17","time14:00",2.02
"10/14/17","time15:00",2
"10/14/17","time16:00",2.02
"10/14/17","time17:00",2
"10/14/17","time18:00",2.15
"10/14/17","time19:00",2.17
"10/14/17","time20:00",2.15
"10/14/17","time21:00",2.32
"10/14/17","time22:00",2.17
"10/14/17","time23:00",2.3
"10/15/17","time00:00",2.15
"10/15/17","time01:00",2.32
"10/15/17","time02:00",2.51
"10/15/17","time03:00",3.12
"10/15/17","time04:00",2.95
"10/15/17","time05:00",2.97
"10/15/17","time06:00",2.95
"10/15/17","time07:00",2.97
"10/15/17","time08:00",3.74
"10/15/17","time09:00",3.35
"10/15/17","time10:00",3.2
"10/15/17","time11:00",4.31
"10/15/17","time12:00",5.03
"10/15/17","time13:00",2.17
"10/15/17","time14:00",2.3
"10/15/17","time15:00",2.02
"10/15/17","time16:00",2.02
"10/15/17","time17:00",2.17
"10/15/17","time18:00",1.85
"10/15/17","time19:00",2.3
"10/15/17","time20:00",2.17
"10/15/17","time21:00",2.15
"10/15/17","time22:00",2.17
"10/15/17","time23:00",2.32
"10/16/17","time00:00",2.95
"10/16/17","time01:00",2.17
"10/16/17","time02:00",2.17
"10/16/17","time03:00",2.45
"10/16/17","time04:00",2.76
"10/16/17","time05:00",2.97
"10/16/17","time06:00",4.75
"10/16/17","time07:00",11.37
"10/16/17","time08:00",17.06
"10/16/17","time09:00",20.06
"10/16/17","time10:00",17.15
"10/16/17","time11:00",24.64
"10/16/17","time12:00",30.34
"10/16/17","time13:00",33.72
"10/16/17","time14:00",40.03
"10/16/17","time15:00",38.54
"10/16/17","time16:00",25.08
"10/16/17","time17:00",9.55
"10/16/17","time18:00",7.02
"10/16/17","time19:00",4.9
"10/16/17","time20:00",4.9
"10/16/17","time21:00",4.75
"10/16/17","time22:00",5.5
"10/16/17","time23:00",5.05
"10/17/17","time00:00",5.2
"10/17/17","time01:00",3.38
"10/17/17","time02:00",3.1
"10/17/17","time03:00",3.1
"10/17/17","time04:00",3.1
"10/17/17","time05:00",2.93
"10/17/17","time06:00",4.9
"10/17/17","time07:00",9.85
"10/17/17","time08:00",15.69
"10/17/17","time09:00",19.07
"10/17/17","time10:00",15.68
"10/17/17","time11:00",24.98
"10/17/17","time12:00",33.09
"10/17/17","time13:00",35.85
"10/17/17","time14:00",40.82
"10/17/17","time15:00",35.35
"10/17/17","time16:00",25.79
"10/17/17","time17:00",10.35
"10/17/17","time18:00",8.18
"10/17/17","time19:00",6.05
"10/17/17","time20:00",4
"10/17/17","time21:00",4.92
"10/17/17","time22:00",5.65
"10/17/17","time23:00",5.35
"10/18/17","time00:00",3.1
"10/18/17","time01:00",3.1
"10/18/17","time02:00",3.1
"10/18/17","time03:00",3.1
"10/18/17","time04:00",3.1
"10/18/17","time05:00",3.1
"10/18/17","time06:00",5.05
"10/18/17","time07:00",10.15
"10/18/17","time08:00",18.89
"10/18/17","time09:00",16.49
"10/18/17","time10:00",18.61
"10/18/17","time11:00",23.25
"10/18/17","time12:00",32.41
"10/18/17","time13:00",37.89
"10/18/17","time14:00",37.08
"10/18/17","time15:00",37.04
"10/18/17","time16:00",23.47
"10/18/17","time17:00",7.15
"10/18/17","time18:00",4.88
"10/18/17","time19:00",3.25
"10/18/17","time20:00",3.12
"10/18/17","time21:00",3.25
"10/18/17","time22:00",3.27
"10/18/17","time23:00",3.1
"10/19/17","time00:00",3.1
"10/19/17","time01:00",3.1
"10/19/17","time02:00",2.95
"10/19/17","time03:00",3.25
"10/19/17","time04:00",3.1
"10/19/17","time05:00",3.1
"10/19/17","time06:00",5.5
"10/19/17","time07:00",8.2
"10/19/17","time08:00",14.73
"10/19/17","time09:00",16.21
"10/19/17","time10:00",14.66
"10/19/17","time11:00",19.44
"10/19/17","time12:00",25.25
"10/19/17","time13:00",28.05
"10/19/17","time14:00",34.44
"10/19/17","time15:00",36.03
"10/19/17","time16:00",22.22
"10/19/17","time17:00",5.95
"10/19/17","time18:00",4.45
"10/19/17","time19:00",2.95
"10/19/17","time20:00",3.25
"10/19/17","time21:00",2.95
"10/19/17","time22:00",2.95
"10/19/17","time23:00",3.12
"10/20/17","time00:00",3.27
"10/20/17","time01:00",3.25
"10/20/17","time02:00",3.1
"10/20/17","time03:00",3.25
"10/20/17","time04:00",2.95
"10/20/17","time05:00",3.1
"10/20/17","time06:00",6.1
"10/20/17","time07:00",10.15
"10/20/17","time08:00",14.68
"10/20/17","time09:00",18.2
"10/20/17","time10:00",17.7
"10/20/17","time11:00",20.53
"10/20/17","time12:00",19.51
"10/20/17","time13:00",17.78
"10/20/17","time14:00",14.95
"10/20/17","time15:00",16.41
"10/20/17","time16:00",8.32
"10/20/17","time17:00",3.4
"10/20/17","time18:00",3.1
"10/20/17","time19:00",3.1
"10/20/17","time20:00",3.12
"10/20/17","time21:00",3.1
"10/20/17","time22:00",2.97
"10/20/17","time23:00",3.1
"10/21/17","time00:00",3.1
"10/21/17","time01:00",3.12
"10/21/17","time02:00",3.1
"10/21/17","time03:00",2.95
"10/21/17","time04:00",2.95
"10/21/17","time05:00",3.12
"10/21/17","time06:00",2.95
"10/21/17","time07:00",2.95
"10/21/17","time08:00",2.65
"10/21/17","time09:00",3.1
"10/21/17","time10:00",2.95
"10/21/17","time11:00",2.8
"10/21/17","time12:00",2.95
"10/21/17","time13:00",2.95
"10/21/17","time14:00",2.65
"10/21/17","time15:00",2.65
"10/21/17","time16:00",2.65
"10/21/17","time17:00",2.65
"10/21/17","time18:00",2.97
"10/21/17","time19:00",2.97
"10/21/17","time20:00",2.97
"10/21/17","time21:00",2.95
"10/21/17","time22:00",3.12
"10/21/17","time23:00",3.12
"10/22/17","time00:00",2.97
"10/22/17","time01:00",2.97
"10/22/17","time02:00",3.12
"10/22/17","time03:00",2.82
"10/22/17","time04:00",3.1
"10/22/17","time05:00",2.97
"10/22/17","time06:00",2.82
"10/22/17","time07:00",3.1
"10/22/17","time08:00",2.67
"10/22/17","time09:00",4.95
"10/22/17","time10:00",3.31
"10/22/17","time11:00",3.63
"10/22/17","time12:00",3.38
"10/22/17","time13:00",3.25
"10/22/17","time14:00",3.08
"10/22/17","time15:00",2.93
"10/22/17","time16:00",2.78
"10/22/17","time17:00",2.78
"10/22/17","time18:00",2.93
"10/22/17","time19:00",2.93
"10/22/17","time20:00",2.95
"10/22/17","time21:00",3.1
"10/22/17","time22:00",2.95
"10/22/17","time23:00",2.97
"10/23/17","time00:00",2.8
"10/23/17","time01:00",3.12
"10/23/17","time02:00",2.97
"10/23/17","time03:00",3.12
"10/23/17","time04:00",2.97
"10/23/17","time05:00",2.93
"10/23/17","time06:00",5.97
"10/23/17","time07:00",10
"10/23/17","time08:00",14.84
"10/23/17","time09:00",13.94
"10/23/17","time10:00",20.05
"10/23/17","time11:00",21.99
"10/23/17","time12:00",27.28
"10/23/17","time13:00",32.01
"10/23/17","time14:00",37.11
"10/23/17","time15:00",46.31
"10/23/17","time16:00",29.73
"10/23/17","time17:00",9.36
"10/23/17","time18:00",4.3
"10/23/17","time19:00",3.98
"10/23/17","time20:00",3.68
"10/23/17","time21:00",3.38
"10/23/17","time22:00",3.08
"10/23/17","time23:00",3.08
"10/24/17","time00:00",3.23
"10/24/17","time01:00",3.08
"10/24/17","time02:00",3.08
"10/24/17","time03:00",2.95
"10/24/17","time04:00",2.93
"10/24/17","time05:00",3.08
"10/24/17","time06:00",4.88
"10/24/17","time07:00",6.68
"10/24/17","time08:00",10.73
"10/24/17","time09:00",17.47
"10/24/17","time10:00",20.46
"10/24/17","time11:00",30.43
"10/24/17","time12:00",36.23
"10/24/17","time13:00",43.93
"10/24/17","time14:00",49.65
"10/24/17","time15:00",55.24
"10/24/17","time16:00",40.72
"10/24/17","time17:00",18.11
"10/24/17","time18:00",11.96
"10/24/17","time19:00",11.45
"10/24/17","time20:00",4.6
"10/24/17","time21:00",3.38
"10/24/17","time22:00",3.4
"10/24/17","time23:00",3.38
"10/25/17","time00:00",3.23
"10/25/17","time01:00",3.38
"10/25/17","time02:00",3.23
"10/25/17","time03:00",3.38
"10/25/17","time04:00",3.53
"10/25/17","time05:00",3.23
"10/25/17","time06:00",5.48
"10/25/17","time07:00",7.13
"10/25/17","time08:00",10.71
"10/25/17","time09:00",21.09
"10/25/17","time10:00",23.22
"10/25/17","time11:00",33.32
"10/25/17","time12:00",33.11
"10/25/17","time13:00",48.51
"10/25/17","time14:00",53.3
"10/25/17","time15:00",54.97
"10/25/17","time16:00",41.06
"10/25/17","time17:00",14.2
"10/25/17","time18:00",7.45
"10/25/17","time19:00",5.78
"10/25/17","time20:00",4.88
"10/25/17","time21:00",3.38
"10/25/17","time22:00",3.23
"10/25/17","time23:00",3.4
"10/26/17","time00:00",3.38
"10/26/17","time01:00",3.23
"10/26/17","time02:00",3.23
"10/26/17","time03:00",3.23
"10/26/17","time04:00",3.23
"10/26/17","time05:00",3.38
"10/26/17","time06:00",4.28
"10/26/17","time07:00",7.58
"10/26/17","time08:00",10.43
"10/26/17","time09:00",22.21
"10/26/17","time10:00",24.21
"10/26/17","time11:00",35.03
"10/26/17","time12:00",40.88
"10/26/17","time13:00",47.99
"10/26/17","time14:00",53.09
"10/26/17","time15:00",55.24
"10/26/17","time16:00",38.44
"10/26/17","time17:00",15.08
"10/26/17","time18:00",7
"10/26/17","time19:00",3.98
"10/26/17","time20:00",3.68
"10/26/17","time21:00",3.25
"10/26/17","time22:00",3.38
"10/26/17","time23:00",3.4
"10/27/17","time00:00",3.23
"10/27/17","time01:00",3.36
"10/27/17","time02:00",3.38
"10/27/17","time03:00",3.53
"10/27/17","time04:00",3.23
"10/27/17","time05:00",3.23
"10/27/17","time06:00",3.98
"10/27/17","time07:00",8.93
"10/27/17","time08:00",10.43
"10/27/17","time09:00",20.29
"10/27/17","time10:00",18.99
"10/27/17","time11:00",27.76
"10/27/17","time12:00",32.78
"10/27/17","time13:00",36.57
"10/27/17","time14:00",44.57
"10/27/17","time15:00",49.81
"10/27/17","time16:00",40.18
"10/27/17","time17:00",18.37
"10/27/17","time18:00",14.2
"10/27/17","time19:00",12.38
"10/27/17","time20:00",7.15
"10/27/17","time21:00",3.55
"10/27/17","time22:00",3.38
"10/27/17","time23:00",3.25
"10/28/17","time00:00",3.08
"10/28/17","time01:00",3.38
"10/28/17","time02:00",3.38
"10/28/17","time03:00",3.23
"10/28/17","time04:00",3.38
"10/28/17","time05:00",3.36
"10/28/17","time06:00",3.23
"10/28/17","time07:00",3.23
"10/28/17","time08:00",3.08
"10/28/17","time09:00",3.38
"10/28/17","time10:00",3.98
"10/28/17","time11:00",3.23
"10/28/17","time12:00",3.06
"10/28/17","time13:00",2.78
"10/28/17","time14:00",3.53
"10/28/17","time15:00",3.08
"10/28/17","time16:00",3.83
"10/28/17","time17:00",3.68
"10/28/17","time18:00",3.68
"10/28/17","time19:00",3.98
"10/28/17","time20:00",3.53
"10/28/17","time21:00",3.4
"10/28/17","time22:00",3.38
"10/28/17","time23:00",3.53
"10/29/17","time00:00",3.25
"10/29/17","time01:00",3.38
"10/29/17","time02:00",3.08
"10/29/17","time03:00",3.38
"10/29/17","time04:00",3.4
"10/29/17","time05:00",3.38
"10/29/17","time06:00",6.61
"10/29/17","time07:00",3.38
"10/29/17","time08:00",5.56
"10/29/17","time09:00",4.53
"10/29/17","time10:00",5.32
"10/29/17","time11:00",6.22
"10/29/17","time12:00",7.35
"10/29/17","time13:00",4.81
"10/29/17","time14:00",2.95
"10/29/17","time15:00",3.25
"10/29/17","time16:00",5.95
"10/29/17","time17:00",4.58
"10/29/17","time18:00",3.4
"10/29/17","time19:00",3.25
"10/29/17","time20:00",3.42
"10/29/17","time21:00",3.23
"10/29/17","time22:00",3.4
"10/29/17","time23:00",3.23
"10/30/17","time00:00",3.23
"10/30/17","time01:00",3.25
"10/30/17","time02:00",3.23
"10/30/17","time03:00",3.38
"10/30/17","time04:00",3.23
"10/30/17","time05:00",3.53
"10/30/17","time06:00",5.03
"10/30/17","time07:00",8.31
"10/30/17","time08:00",11.03
"10/30/17","time09:00",21.51
"10/30/17","time10:00",19.02
"10/30/17","time11:00",17.86
"10/30/17","time12:00",20.08
"10/30/17","time13:00",22.3
"10/30/17","time14:00",27.65
"10/30/17","time15:00",30.03
"10/30/17","time16:00",21.76
"10/30/17","time17:00",7.82
"10/30/17","time18:00",4.28
"10/30/17","time19:00",3.68
"10/30/17","time20:00",3.55
"10/30/17","time21:00",3.55
"10/30/17","time22:00",3.23
"10/30/17","time23:00",3.38
"10/31/17","time00:00",3.53
"10/31/17","time01:00",3.23
"10/31/17","time02:00",3.23
"10/31/17","time03:00",3.38
"10/31/17","time04:00",3.23
"10/31/17","time05:00",3.23
"10/31/17","time06:00",7.13
"10/31/17","time07:00",11.93
"10/31/17","time08:00",20.93
"10/31/17","time09:00",21.38
"10/31/17","time10:00",15.24
"10/31/17","time11:00",17.06
"10/31/17","time12:00",20.4
"10/31/17","time13:00",18.5
"10/31/17","time14:00",22.16
"10/31/17","time15:00",25.99
"10/31/17","time16:00",16.66
"10/31/17","time17:00",9.42
"10/31/17","time18:00",6.51
"10/31/17","time19:00",5.57
"10/31/17","time20:00",3.99
"10/31/17","time21:00",3.4
"10/31/17","time22:00",3.38
"10/31/17","time23:00",3.25
"11/1/17","time00:00",3.23
"11/1/17","time01:00",3.25
"11/1/17","time02:00",3.53
"11/1/17","time03:00",3.23
"11/1/17","time04:00",3.23
"11/1/17","time05:00",3.38
"11/1/17","time06:00",6.85
"11/1/17","time07:00",12.53
"11/1/17","time08:00",18.68
"11/1/17","time09:00",21.65
"11/1/17","time10:00",14.5
"11/1/17","time11:00",15.39
"11/1/17","time12:00",19.06
"11/1/17","time13:00",21.35
"11/1/17","time14:00",24
"11/1/17","time15:00",24.45
"11/1/17","time16:00",17.67
"11/1/17","time17:00",8.11
"11/1/17","time18:00",4.45
"11/1/17","time19:00",3.38
"11/1/17","time20:00",3.4
"11/1/17","time21:00",3.4
"11/1/17","time22:00",3.25
"11/1/17","time23:00",3.25
"11/2/17","time00:00",3.23
"11/2/17","time01:00",3.55
"11/2/17","time02:00",3.38
"11/2/17","time03:00",3.38
"11/2/17","time04:00",3.55
"11/2/17","time05:00",3.38
"11/2/17","time06:00",7.3
"11/2/17","time07:00",12.12
"11/2/17","time08:00",17.78
"11/2/17","time09:00",20.65
"11/2/17","time10:00",13.35
"11/2/17","time11:00",17.28
"11/2/17","time12:00",14.8
"11/2/17","time13:00",14.08
"11/2/17","time14:00",16.47
"11/2/17","time15:00",15.5
"11/2/17","time16:00",9.91
"11/2/17","time17:00",6.18
"11/2/17","time18:00",4.15
"11/2/17","time19:00",3.53
"11/2/17","time20:00",3.1
"11/2/17","time21:00",3.55
"11/2/17","time22:00",3.38
"11/2/17","time23:00",3.55
"11/3/17","time00:00",3.83
"11/3/17","time01:00",3.23
"11/3/17","time02:00",3.68
"11/3/17","time03:00",3.68
"11/3/17","time04:00",3.83
"11/3/17","time05:00",3.53
"11/3/17","time06:00",6.25
"11/3/17","time07:00",11.18
"11/3/17","time08:00",12.38
"11/3/17","time09:00",18.51
"11/3/17","time10:00",15.42
"11/3/17","time11:00",19.6
"11/3/17","time12:00",20.18
"11/3/17","time13:00",20.83
"11/3/17","time14:00",23.9
"11/3/17","time15:00",23.27
"11/3/17","time16:00",14.22
"11/3/17","time17:00",6.09
"11/3/17","time18:00",4.6
"11/3/17","time19:00",3.85
"11/3/17","time20:00",3.55
"11/3/17","time21:00",3.7
"11/3/17","time22:00",3.53
"11/3/17","time23:00",3.55
"11/4/17","time00:00",3.83
"11/4/17","time01:00",3.83
"11/4/17","time02:00",3.53
"11/4/17","time03:00",3.83
"11/4/17","time04:00",3.68
"11/4/17","time05:00",3.98
"11/4/17","time06:00",4.13
"11/4/17","time07:00",3.83
"11/4/17","time08:00",3.68
"11/4/17","time09:00",3.7
"11/4/17","time10:00",3.38
"11/4/17","time11:00",3.7
"11/4/17","time12:00",3.68
"11/4/17","time13:00",3.38
"11/4/17","time14:00",3.38
"11/4/17","time15:00",3.08
"11/4/17","time16:00",2.93
"11/4/17","time17:00",3.23
"11/4/17","time18:00",3.23
"11/4/17","time19:00",4.13
"11/4/17","time20:00",3.68
"11/4/17","time21:00",3.83
"11/4/17","time22:00",4.15
"11/4/17","time23:00",4.28
"11/5/17","time00:00",4.28
"11/5/17","time01:00",4.29
"11/5/17","time02:00",4.73
"11/5/17","time03:00",4.9
"11/5/17","time04:00",4.58
"11/5/17","time05:00",4.58
"11/5/17","time06:00",7.04
"11/5/17","time07:00",4.67
"11/5/17","time08:00",4.41
"11/5/17","time09:00",3.98
"11/5/17","time10:00",3.6
"11/5/17","time11:00",3.53
"11/5/17","time12:00",8.63
"11/5/17","time13:00",6.16
"11/5/17","time14:00",4
"11/5/17","time15:00",3.4
"11/5/17","time16:00",3.4
"11/5/17","time17:00",3.98
"11/5/17","time18:00",4.3
"11/5/17","time19:00",4.75
"11/5/17","time20:00",4.32
"11/5/17","time21:00",3.98
"11/5/17","time22:00",4.17
"11/5/17","time23:00",3.98
"11/6/17","time00:00",4.15
"11/6/17","time01:00",3.85
"11/6/17","time02:00",4.6
"11/6/17","time03:00",4.15
"11/6/17","time04:00",4.13
"11/6/17","time05:00",4.3
"11/6/17","time06:00",9.85
"11/6/17","time07:00",17.95
"11/6/17","time08:00",21.85
"11/6/17","time09:00",23.19
"11/6/17","time10:00",15.89
"11/6/17","time11:00",15.56
"11/6/17","time12:00",15.34
"11/6/17","time13:00",14.58
"11/6/17","time14:00",16.57
"11/6/17","time15:00",19.16
"11/6/17","time16:00",10.04
"11/6/17","time17:00",6.44
"11/6/17","time18:00",4.6
"11/6/17","time19:00",4.6
"11/6/17","time20:00",4.13
"11/6/17","time21:00",4.45
"11/6/17","time22:00",4.3
"11/6/17","time23:00",4.58
"11/7/17","time00:00",4.28
"11/7/17","time01:00",4.9
"11/7/17","time02:00",5.05
"11/7/17","time03:00",4.73
"11/7/17","time04:00",5.05
"11/7/17","time05:00",5.33
"11/7/17","time06:00",11.05
"11/7/17","time07:00",21.23
"11/7/17","time08:00",25.6
"11/7/17","time09:00",34.14
"11/7/17","time10:00",20.66
"11/7/17","time11:00",18.28
"11/7/17","time12:00",16.63
"11/7/17","time13:00",15.17
"11/7/17","time14:00",20.91
"11/7/17","time15:00",20.02
"11/7/17","time16:00",12.42
"11/7/17","time17:00",8.41
"11/7/17","time18:00",4.7
"11/7/17","time19:00",3.69
"11/7/17","time20:00",3.85
"11/7/17","time21:00",4
"11/7/17","time22:00",4.15
"11/7/17","time23:00",4.3
"11/8/17","time00:00",3.93
"11/8/17","time01:00",4.3
"11/8/17","time02:00",4.75
"11/8/17","time03:00",3.98
"11/8/17","time04:00",4.45
"11/8/17","time05:00",4.3
"11/8/17","time06:00",10.73
"11/8/17","time07:00",17.2
"11/8/17","time08:00",24.38
"11/8/17","time09:00",25.27
"11/8/17","time10:00",11.19
"11/8/17","time11:00",12.97
"11/8/17","time12:00",10.27
"11/8/17","time13:00",9.97
"11/8/17","time14:00",9.95
"11/8/17","time15:00",9.5
"11/8/17","time16:00",6.07
"11/8/17","time17:00",3.97
"11/8/17","time18:00",3.07
"11/8/17","time19:00",2.92
"11/8/17","time20:00",2.77
"11/8/17","time21:00",2.92
"11/8/17","time22:00",3.07
"11/8/17","time23:00",2.77
"11/9/17","time00:00",2.94
"11/9/17","time01:00",2.77
"11/9/17","time02:00",2.9
"11/9/17","time03:00",2.77
"11/9/17","time04:00",2.9
"11/9/17","time05:00",2.92
"11/9/17","time06:00",7.55
"11/9/17","time07:00",9.82
"11/9/17","time08:00",14.47
"11/9/17","time09:00",11.17
"11/9/17","time10:00",10.72
"11/9/17","time11:00",10.12
"11/9/17","time12:00",9.52
"11/9/17","time13:00",8.9
"11/9/17","time14:00",8.45
"11/9/17","time15:00",8.17
"11/9/17","time16:00",4.85
"11/9/17","time17:00",3.07
"11/9/17","time18:00",2.92
"11/9/17","time19:00",2.92
"11/9/17","time20:00",3.07
"11/9/17","time21:00",2.94
"11/9/17","time22:00",3.05
"11/9/17","time23:00",2.92
"11/10/17","time00:00",3.07
"11/10/17","time01:00",3.07
"11/10/17","time02:00",3.07
"11/10/17","time03:00",3.2
"11/10/17","time04:00",2.92
"11/10/17","time05:00",3.2
"11/10/17","time06:00",3.37
"11/10/17","time07:00",2.77
"11/10/17","time08:00",2.77
"11/10/17","time09:00",2.92
"11/10/17","time10:00",5.32
"11/10/17","time11:00",6.52
"11/10/17","time12:00",3.22
"11/10/17","time13:00",2.62
"11/10/17","time14:00",2.3
"11/10/17","time15:00",2.62
"11/10/17","time16:00",2.32
"11/10/17","time17:00",2.62
"11/10/17","time18:00",2.92
"11/10/17","time19:00",2.92
"11/10/17","time20:00",2.92
"11/10/17","time21:00",2.92
"11/10/17","time22:00",3.07
"11/10/17","time23:00",2.92
"11/11/17","time00:00",2.95
"11/11/17","time01:00",3.37
"11/11/17","time02:00",3.37
"11/11/17","time03:00",3.53
"11/11/17","time04:00",3.42
"11/11/17","time05:00",4.28
"11/11/17","time06:00",4.13
"11/11/17","time07:00",3.83
"11/11/17","time08:00",3.9
"11/11/17","time09:00",2.79
"11/11/17","time10:00",3.22
"11/11/17","time11:00",2.62
"11/11/17","time12:00",2.62
"11/11/17","time13:00",2.62
"11/11/17","time14:00",2.92
"11/11/17","time15:00",2.92
"11/11/17","time16:00",2.77
"11/11/17","time17:00",2.77
"11/11/17","time18:00",3.07
"11/11/17","time19:00",3.37
"11/11/17","time20:00",2.92
"11/11/17","time21:00",3.09
"11/11/17","time22:00",3.37
"11/11/17","time23:00",3.36
"11/12/17","time00:00",3.83
"11/12/17","time01:00",4.3
"11/12/17","time02:00",4.13
"11/12/17","time03:00",3.83
"11/12/17","time04:00",3.98
"11/12/17","time05:00",4.13
"11/12/17","time06:00",3.98
"11/12/17","time07:00",4.07
"11/12/17","time08:00",2.77
"11/12/17","time09:00",2.92
"11/12/17","time10:00",2.64
"11/12/17","time11:00",2.92
"11/12/17","time12:00",2.6
"11/12/17","time13:00",2.64
"11/12/17","time14:00",2.77
"11/12/17","time15:00",2.62
"11/12/17","time16:00",2.32
"11/12/17","time17:00",3.67
"11/12/17","time18:00",3.97
