"Day","Season","Time","mean_kWh"
"Thursday","Spring","21:00",0.000651295079269315
"Thursday","Summer","21:00",0.000624376485608346
"Thursday","Winter","21:00",0.000634848253477459
"Tuesday","Fall","21:00",0.00058210729449113
"Tuesday","Spring","21:00",0.000653190411083878
"Tuesday","Summer","21:00",0.00062830223699095
"Tuesday","Winter","21:00",0.000634330365594101
"Wednesday","Fall","21:00",0.000568436805551366
"Wednesday","Spring","21:00",0.000647902572356293
"Wednesday","Summer","21:00",0.000634505707675549
"Wednesday","Winter","21:00",0.000637844655019273
"Friday","Fall","22:00",0.000307373853004022
"Friday","Spring","22:00",0.000246487984150327
"Friday","Summer","22:00",0.000304828738767387
"Friday","Winter","22:00",0.000247104519063181
"Monday","Fall","22:00",0.000308810020868946
"Monday","Spring","22:00",0.00026573287709695
"Monday","Summer","22:00",0.000330059228396359
"Monday","Winter","22:00",0.000244313952237305
"Saturday","Fall","22:00",0.000186099356125356
"Saturday","Spring","22:00",0.000195011037037037
"Saturday","Summer","22:00",0.000183871435897436
"Saturday","Winter","22:00",0.000195011037037037
"Sunday","Fall","22:00",0.000186099356125356
"Sunday","Spring","22:00",0.000195011037037037
"Sunday","Summer","22:00",0.000183871435897436
"Sunday","Winter","22:00",0.000195011037037037
"Thursday","Fall","22:00",0.000312622337870789
"Thursday","Spring","22:00",0.000260568427936987
"Thursday","Summer","22:00",0.000314858696472264
"Thursday","Winter","22:00",0.000241550537456008
"Tuesday","Fall","22:00",0.000308978458574541
"Tuesday","Spring","22:00",0.000252537310380356
"Tuesday","Summer","22:00",0.000333495861299648
"Tuesday","Winter","22:00",0.0002460943997151
"Wednesday","Fall","22:00",0.000315726046116139
"Wednesday","Spring","22:00",0.000257923420420647
"Wednesday","Summer","22:00",0.000340681687799564
"Wednesday","Winter","22:00",0.000247127262007709
"Friday","Fall","23:00",0.000186099356125356
"Friday","Spring","23:00",0.000195011037037037
"Friday","Summer","23:00",0.000186099356125356
"Friday","Winter","23:00",0.000195011037037037
"Monday","Fall","23:00",0.000186099356125356
"Monday","Spring","23:00",0.000195011037037037
"Monday","Summer","23:00",0.000199164067639278
"Monday","Winter","23:00",0.000195011037037037
"Saturday","Fall","23:00",0.000186099356125356
"Saturday","Spring","23:00",0.000195011037037037
"Saturday","Summer","23:00",0.000183871435897436
"Saturday","Winter","23:00",0.000195011037037037
"Sunday","Fall","23:00",0.000186099356125356
"Sunday","Spring","23:00",0.000195011037037037
"Sunday","Summer","23:00",0.000183871435897436
"Sunday","Winter","23:00",0.000195011037037037
"Thursday","Fall","23:00",0.000183871435897436
"Thursday","Spring","23:00",0.000195011037037037
"Thursday","Summer","23:00",0.000203659719645551
"Thursday","Winter","23:00",0.000195011037037037
"Tuesday","Fall","23:00",0.000184667121693122
"Tuesday","Spring","23:00",0.000195011037037037
"Tuesday","Summer","23:00",0.000186099356125356
"Tuesday","Winter","23:00",0.000195011037037037
"Wednesday","Fall","23:00",0.000183871435897436
"Wednesday","Spring","23:00",0.000195011037037037
"Wednesday","Summer","23:00",0.00020327779508966
"Wednesday","Winter","23:00",0.000195011037037037
