"DATE","variable","value"
"12/8/17","time07:00",49.168
"12/8/17","time08:00",63.776
"12/8/17","time09:00",64.024
"12/8/17","time10:00",62.128
"12/8/17","time11:00",60.528
"12/8/17","time12:00",57.84
"12/8/17","time13:00",54.552
"12/8/17","time14:00",53.488
"12/8/17","time15:00",39.744
"12/8/17","time16:00",35.848
"12/8/17","time17:00",63.792
"12/8/17","time18:00",57.624
"12/8/17","time19:00",51.248
"12/8/17","time20:00",35.096
"12/8/17","time21:00",20.52
"12/8/17","time22:00",16.816
"12/8/17","time23:00",12.752
"12/9/17","time00:00",11.616
"12/9/17","time01:00",10.808
"12/9/17","time02:00",11.04
"12/9/17","time03:00",10.816
"12/9/17","time04:00",11.032
"12/9/17","time05:00",11.48
"12/9/17","time06:00",12.616
"12/9/17","time07:00",11.472
"12/9/17","time08:00",15.328
"12/9/17","time09:00",17.944
"12/9/17","time10:00",17.248
"12/9/17","time11:00",18.048
"12/9/17","time12:00",17.848
"12/9/17","time13:00",13.376
"12/9/17","time14:00",12.624
"12/9/17","time15:00",12.208
"12/9/17","time16:00",12.232
"12/9/17","time17:00",13.856
"12/9/17","time18:00",13.952
"12/9/17","time19:00",13.496
"12/9/17","time20:00",13.728
"12/9/17","time21:00",13.416
"12/9/17","time22:00",13.552
"12/9/17","time23:00",13.2
"12/10/17","time00:00",12.016
"12/10/17","time01:00",11.384
"12/10/17","time02:00",11.552
"12/10/17","time03:00",11.68
"12/10/17","time04:00",11.48
"12/10/17","time05:00",12.088
"12/10/17","time06:00",13.12
"12/10/17","time07:00",12.168
"12/10/17","time08:00",11.4
"12/10/17","time09:00",11.32
"12/10/17","time10:00",10.736
"12/10/17","time11:00",10.864
"12/10/17","time12:00",10.712
"12/10/17","time13:00",11.064
"12/10/17","time14:00",11.592
"12/10/17","time15:00",12.008
"12/10/17","time16:00",11.24
"12/10/17","time17:00",12.624
"12/10/17","time18:00",13.472
"12/10/17","time19:00",13.16
"12/10/17","time20:00",13.416
"12/10/17","time21:00",13.248
"12/10/17","time22:00",13.712
"12/10/17","time23:00",13.232
"12/11/17","time00:00",12
"12/11/17","time01:00",11.408
"12/11/17","time02:00",11.264
"12/11/17","time03:00",11.648
"12/11/17","time04:00",11.416
"12/11/17","time05:00",14.048
"12/11/17","time06:00",26.216
"12/11/17","time07:00",49.496
"12/11/17","time08:00",64.184
"12/11/17","time09:00",64.44
"12/11/17","time10:00",64.272
"12/11/17","time11:00",61.112
"12/11/17","time12:00",57.584
"12/11/17","time13:00",55.304
"12/11/17","time14:00",54.664
"12/11/17","time15:00",41.528
"12/11/17","time16:00",38.376
"12/11/17","time17:00",56.872
"12/11/17","time18:00",61.56
"12/11/17","time19:00",61.144
"12/11/17","time20:00",49.48
"12/11/17","time21:00",19.784
"12/11/17","time22:00",16.008
"12/11/17","time23:00",13.184
"12/12/17","time00:00",11.576
"12/12/17","time01:00",11.328
"12/12/17","time02:00",11.36
"12/12/17","time03:00",11.648
"12/12/17","time04:00",11.496
"12/12/17","time05:00",13.576
"12/12/17","time06:00",26.112
"12/12/17","time07:00",51.496
"12/12/17","time08:00",66.104
"12/12/17","time09:00",63.872
"12/12/17","time10:00",60.248
"12/12/17","time11:00",57.872
"12/12/17","time12:00",57.144
"12/12/17","time13:00",54.248
"12/12/17","time14:00",53.664
"12/12/17","time15:00",41.2
"12/12/17","time16:00",32.464
"12/12/17","time17:00",55.36
"12/12/17","time18:00",52.368
"12/12/17","time19:00",49.56
"12/12/17","time20:00",32.992
"12/12/17","time21:00",17.464
"12/12/17","time22:00",15.48
"12/12/17","time23:00",13.464
"12/13/17","time00:00",12.232
"12/13/17","time01:00",11.44
"12/13/17","time02:00",11.944
"12/13/17","time03:00",11.72
"12/13/17","time04:00",11.704
"12/13/17","time05:00",13.92
"12/13/17","time06:00",25.08
"12/13/17","time07:00",48.824
"12/13/17","time08:00",65.504
"12/13/17","time09:00",63.824
"12/13/17","time10:00",62.176
"12/13/17","time11:00",61.16
"12/13/17","time12:00",57.312
"12/13/17","time13:00",52.608
"12/13/17","time14:00",44.648
"12/13/17","time15:00",34.016
"12/13/17","time16:00",50.888
"12/13/17","time17:00",57.056
"12/13/17","time18:00",62.832
"12/13/17","time19:00",62.216
"12/13/17","time20:00",31.712
"12/13/17","time21:00",20.248
"12/13/17","time22:00",17.04
"12/13/17","time23:00",13.736
"12/14/17","time00:00",12.096
"12/14/17","time01:00",11.552
"12/14/17","time02:00",11.464
"12/14/17","time03:00",11.84
"12/14/17","time04:00",11.696
"12/14/17","time05:00",14.016
"12/14/17","time06:00",24.752
"12/14/17","time07:00",47.464
"12/14/17","time08:00",63.56
"12/14/17","time09:00",60.432
"12/14/17","time10:00",61.416
"12/14/17","time11:00",61.4
"12/14/17","time12:00",58.064
"12/14/17","time13:00",52.592
"12/14/17","time14:00",50.176
"12/14/17","time15:00",38.312
"12/14/17","time16:00",32.568
"12/14/17","time17:00",64.432
"12/14/17","time18:00",59.184
"12/14/17","time19:00",38.312
"12/14/17","time20:00",21.6
"12/14/17","time21:00",18.912
"12/14/17","time22:00",15.264
"12/14/17","time23:00",13.192
"12/15/17","time00:00",11.592
"12/15/17","time01:00",11.368
"12/15/17","time02:00",11.24
"12/15/17","time03:00",11.304
"12/15/17","time04:00",11.48
"12/15/17","time05:00",13.32
"12/15/17","time06:00",24.192
"12/15/17","time07:00",47.216
"12/15/17","time08:00",63.16
"12/15/17","time09:00",63.776
"12/15/17","time10:00",60.624
"12/15/17","time11:00",57.6
"12/15/17","time12:00",55.72
"12/15/17","time13:00",51.064
"12/15/17","time14:00",49.984
"12/15/17","time15:00",37.168
"12/15/17","time16:00",25.224
"12/15/17","time17:00",31.832
"12/15/17","time18:00",22.72
"12/15/17","time19:00",19.224
"12/15/17","time20:00",18.656
"12/15/17","time21:00",18.6
"12/15/17","time22:00",15.128
"12/15/17","time23:00",13.192
"12/16/17","time00:00",11.248
"12/16/17","time01:00",10.48
"12/16/17","time02:00",10.672
"12/16/17","time03:00",10.44
"12/16/17","time04:00",10.488
"12/16/17","time05:00",11.232
"12/16/17","time06:00",12.064
"12/16/17","time07:00",10.872
"12/16/17","time08:00",10.296
"12/16/17","time09:00",10.88
"12/16/17","time10:00",10.592
"12/16/17","time11:00",10.6
"12/16/17","time12:00",11.088
"12/16/17","time13:00",10.784
"12/16/17","time14:00",11.512
"12/16/17","time15:00",12.152
"12/16/17","time16:00",12.352
"12/16/17","time17:00",13.464
"12/16/17","time18:00",13.296
"12/16/17","time19:00",12.784
"12/16/17","time20:00",13.008
"12/16/17","time21:00",13
"12/16/17","time22:00",13.296
"12/16/17","time23:00",12.752
"12/17/17","time00:00",11.528
"12/17/17","time01:00",10.864
"12/17/17","time02:00",10.872
"12/17/17","time03:00",11.152
"12/17/17","time04:00",11.184
"12/17/17","time05:00",11.536
"12/17/17","time06:00",12.72
"12/17/17","time07:00",11.496
"12/17/17","time08:00",10.576
"12/17/17","time09:00",10.6
"12/17/17","time10:00",10.416
"12/17/17","time11:00",10.472
"12/17/17","time12:00",10.304
"12/17/17","time13:00",10.256
"12/17/17","time14:00",10.32
"12/17/17","time15:00",10.392
"12/17/17","time16:00",10.168
"12/17/17","time17:00",11.824
"12/17/17","time18:00",13.168
"12/17/17","time19:00",12.936
"12/17/17","time20:00",12.928
"12/17/17","time21:00",12.896
"12/17/17","time22:00",13.112
"12/17/17","time23:00",12.896
"12/18/17","time00:00",11.448
"12/18/17","time01:00",11.088
"12/18/17","time02:00",11.256
"12/18/17","time03:00",11.032
"12/18/17","time04:00",11.376
"12/18/17","time05:00",12.432
"12/18/17","time06:00",19.44
"12/18/17","time07:00",40.856
"12/18/17","time08:00",48.104
"12/18/17","time09:00",49.744
"12/18/17","time10:00",44.976
"12/18/17","time11:00",44.6
"12/18/17","time12:00",42.672
"12/18/17","time13:00",39.008
"12/18/17","time14:00",37.04
"12/18/17","time15:00",25.224
"12/18/17","time16:00",20.808
"12/18/17","time17:00",46.992
"12/18/17","time18:00",34.384
"12/18/17","time19:00",16.728
"12/18/17","time20:00",14.352
"12/18/17","time21:00",14.464
"12/18/17","time22:00",14.416
"12/18/17","time23:00",12.944
"12/19/17","time00:00",11.456
"12/19/17","time01:00",11.088
"12/19/17","time02:00",11.28
"12/19/17","time03:00",11.08
"12/19/17","time04:00",11.352
"12/19/17","time05:00",12.432
"12/19/17","time06:00",19.176
"12/19/17","time07:00",40.384
"12/19/17","time08:00",46.68
"12/19/17","time09:00",45.688
"12/19/17","time10:00",43.504
"12/19/17","time11:00",40.984
"12/19/17","time12:00",38.432
"12/19/17","time13:00",39.616
"12/19/17","time14:00",38.688
"12/19/17","time15:00",27.24
"12/19/17","time16:00",20.536
"12/19/17","time17:00",46.776
"12/19/17","time18:00",32.488
"12/19/17","time19:00",15.784
"12/19/17","time20:00",15.256
"12/19/17","time21:00",14.864
"12/19/17","time22:00",14.016
"12/19/17","time23:00",13.184
"12/20/17","time00:00",11.632
"12/20/17","time01:00",10.88
"12/20/17","time02:00",11.016
"12/20/17","time03:00",11.136
"12/20/17","time04:00",11.12
"12/20/17","time05:00",12.6
"12/20/17","time06:00",18.784
"12/20/17","time07:00",35.736
"12/20/17","time08:00",43.064
"12/20/17","time09:00",42.984
"12/20/17","time10:00",44.584
"12/20/17","time11:00",45.032
"12/20/17","time12:00",43.336
"12/20/17","time13:00",39.128
"12/20/17","time14:00",34.52
"12/20/17","time15:00",23.304
"12/20/17","time16:00",19.568
"12/20/17","time17:00",18.568
"12/20/17","time18:00",54.528
"12/20/17","time19:00",54.576
"12/20/17","time20:00",31.392
"12/20/17","time21:00",14.56
"12/20/17","time22:00",13.304
"12/20/17","time23:00",12.72
"12/21/17","time00:00",10.768
"12/21/17","time01:00",10.568
"12/21/17","time02:00",10.536
"12/21/17","time03:00",10.52
"12/21/17","time04:00",10.752
"12/21/17","time05:00",12.08
"12/21/17","time06:00",19.344
"12/21/17","time07:00",41.176
"12/21/17","time08:00",47.2
"12/21/17","time09:00",44.408
"12/21/17","time10:00",42.512
"12/21/17","time11:00",40.688
"12/21/17","time12:00",39.872
"12/21/17","time13:00",39.008
"12/21/17","time14:00",33.488
"12/21/17","time15:00",22.368
"12/21/17","time16:00",17.76
"12/21/17","time17:00",33.6
"12/21/17","time18:00",46.32
"12/21/17","time19:00",43.472
"12/21/17","time20:00",30.672
"12/21/17","time21:00",12.12
"12/21/17","time22:00",12.48
"12/21/17","time23:00",12.04
"12/22/17","time00:00",10.8
"12/22/17","time01:00",10.4
"12/22/17","time02:00",10.304
"12/22/17","time03:00",10.304
"12/22/17","time04:00",11
"12/22/17","time05:00",11.656
"12/22/17","time06:00",17.44
"12/22/17","time07:00",20.64
"12/22/17","time08:00",19.168
"12/22/17","time09:00",18.112
"12/22/17","time10:00",17.472
"12/22/17","time11:00",17.208
"12/22/17","time12:00",15.376
"12/22/17","time13:00",15.224
"12/22/17","time14:00",15.704
"12/22/17","time15:00",12.792
"12/22/17","time16:00",11.288
"12/22/17","time17:00",11.832
"12/22/17","time18:00",12.68
"12/22/17","time19:00",12.608
"12/22/17","time20:00",12.544
"12/22/17","time21:00",12.304
"12/22/17","time22:00",12.504
"12/22/17","time23:00",12.536
"12/23/17","time00:00",10.992
"12/23/17","time01:00",10.384
"12/23/17","time02:00",10.568
"12/23/17","time03:00",10.488
"12/23/17","time04:00",10.84
"12/23/17","time05:00",10.936
"12/23/17","time06:00",12.408
"12/23/17","time07:00",11.144
"12/23/17","time08:00",10.768
"12/23/17","time09:00",10.104
"12/23/17","time10:00",9.928
"12/23/17","time11:00",9.536
"12/23/17","time12:00",10.616
"12/23/17","time13:00",10.648
"12/23/17","time14:00",10.712
"12/23/17","time15:00",11.072
"12/23/17","time16:00",10.328
"12/23/17","time17:00",11.88
"12/23/17","time18:00",12.968
"12/23/17","time19:00",12.8
"12/23/17","time20:00",13.088
"12/23/17","time21:00",12.872
"12/23/17","time22:00",12.992
"12/23/17","time23:00",12.6
"12/24/17","time00:00",9.48
"12/24/17","time01:00",9.06666666666667
"12/24/17","time02:00",8.98
"12/24/17","time03:00",9.04
"12/24/17","time04:00",9.14
"12/24/17","time05:00",9.36
"12/24/17","time06:00",10.4333333333333
"12/24/17","time07:00",9.37333333333333
"12/24/17","time08:00",8.68666666666667
"12/24/17","time09:00",8.88666666666667
"12/24/17","time10:00",8.45333333333333
"12/24/17","time11:00",8.46666666666667
"12/24/17","time12:00",8.71333333333333
"12/24/17","time13:00",9.38666666666667
"12/24/17","time14:00",9.45333333333333
"12/24/17","time15:00",8.48
"12/24/17","time16:00",8.44666666666667
"12/24/17","time17:00",9.88
"12/24/17","time18:00",10.5133333333333
"12/24/17","time19:00",10.6
"12/24/17","time20:00",10.7
"12/24/17","time21:00",10.58
"12/24/17","time22:00",10.74
"12/24/17","time23:00",10.4266666666667
"12/25/17","time00:00",9.27333333333333
"12/25/17","time01:00",8.89333333333333
"12/25/17","time02:00",8.94
"12/25/17","time03:00",8.85333333333333
"12/25/17","time04:00",9.21333333333333
"12/25/17","time05:00",9.58666666666667
"12/25/17","time06:00",13.5733333333333
"12/25/17","time07:00",17.0066666666667
"12/25/17","time08:00",15.46
"12/25/17","time09:00",14.88
"12/25/17","time10:00",14.2066666666667
"12/25/17","time11:00",14.16
"12/25/17","time12:00",13.66
"12/25/17","time13:00",13.3533333333333
"12/25/17","time14:00",12.9
"12/25/17","time15:00",11.32
"12/25/17","time16:00",10.1533333333333
"12/25/17","time17:00",10.42
"12/25/17","time18:00",10.1
"12/25/17","time19:00",10.3
"12/25/17","time20:00",10.1266666666667
"12/25/17","time21:00",10.18
"12/25/17","time22:00",10.1666666666667
"12/25/17","time23:00",9.72
"12/26/17","time00:00",9.38666666666667
"12/26/17","time01:00",8.81333333333333
"12/26/17","time02:00",8.89333333333333
"12/26/17","time03:00",8.85333333333333
"12/26/17","time04:00",8.87333333333333
"12/26/17","time05:00",9.44666666666667
"12/26/17","time06:00",14.0333333333333
"12/26/17","time07:00",16.94
"12/26/17","time08:00",16.3666666666667
"12/26/17","time09:00",16.4666666666667
"12/26/17","time10:00",16.9333333333333
"12/26/17","time11:00",16.3666666666667
"12/26/17","time12:00",15.94
"12/26/17","time13:00",16.1733333333333
"12/26/17","time14:00",15.1466666666667
"12/26/17","time15:00",13.1866666666667
"12/26/17","time16:00",12.9333333333333
"12/26/17","time17:00",13.0466666666667
"12/26/17","time18:00",13.6333333333333
"12/26/17","time19:00",12.38
"12/26/17","time20:00",11.6866666666667
"12/26/17","time21:00",11.3466666666667
"12/26/17","time22:00",11.0533333333333
"12/26/17","time23:00",10.8
"12/27/17","time00:00",9.46
"12/27/17","time01:00",9.16
"12/27/17","time02:00",9
"12/27/17","time03:00",9.13333333333333
"12/27/17","time04:00",9.26
"12/27/17","time05:00",9.76
"12/27/17","time06:00",14.7666666666667
"12/27/17","time07:00",17.14
"12/27/17","time08:00",16.4533333333333
"12/27/17","time09:00",18.1133333333333
"12/27/17","time10:00",20.7533333333333
"12/27/17","time11:00",20.5666666666667
"12/27/17","time12:00",20.1666666666667
"12/27/17","time13:00",17.6733333333333
"12/27/17","time14:00",16.34
"12/27/17","time15:00",14.1733333333333
"12/27/17","time16:00",11.3533333333333
"12/27/17","time17:00",12.7733333333333
"12/27/17","time18:00",38.82
"12/27/17","time19:00",37.3333333333333
"12/27/17","time20:00",21.9066666666667
"12/27/17","time21:00",11.88
"12/27/17","time22:00",11.18
"12/27/17","time23:00",10.34
"12/28/17","time00:00",9.08
"12/28/17","time01:00",8.71333333333333
"12/28/17","time02:00",8.62
"12/28/17","time03:00",8.84666666666667
"12/28/17","time04:00",8.8
"12/28/17","time05:00",9.5
"12/28/17","time06:00",14.0466666666667
"12/28/17","time07:00",16.7866666666667
"12/28/17","time08:00",15.7
"12/28/17","time09:00",16.5066666666667
"12/28/17","time10:00",17.08
"12/28/17","time11:00",15.9866666666667
"12/28/17","time12:00",15.0333333333333
"12/28/17","time13:00",15.38
"12/28/17","time14:00",14.82
"12/28/17","time15:00",13.9733333333333
"12/28/17","time16:00",13.5466666666667
"12/28/17","time17:00",36.3266666666667
"12/28/17","time18:00",27.62
"12/28/17","time19:00",12.2666666666667
"12/28/17","time20:00",11.9133333333333
"12/28/17","time21:00",11.8533333333333
"12/28/17","time22:00",11.14
"12/28/17","time23:00",10.4866666666667
"12/29/17","time00:00",9.13333333333333
"12/29/17","time01:00",8.82
"12/29/17","time02:00",8.69333333333333
"12/29/17","time03:00",8.66666666666667
"12/29/17","time04:00",8.80666666666667
"12/29/17","time05:00",9.48666666666667
"12/29/17","time06:00",14.2133333333333
"12/29/17","time07:00",16.4533333333333
"12/29/17","time08:00",15.2
"12/29/17","time09:00",15.4533333333333
"12/29/17","time10:00",15.5533333333333
"12/29/17","time11:00",14.5533333333333
"12/29/17","time12:00",13.88
"12/29/17","time13:00",14.7133333333333
"12/29/17","time14:00",15.3266666666667
"12/29/17","time15:00",13.7533333333333
"12/29/17","time16:00",11.92
"12/29/17","time17:00",15.0666666666667
"12/29/17","time18:00",37.3933333333333
"12/29/17","time19:00",37.36
"12/29/17","time20:00",22.1666666666667
"12/29/17","time21:00",11.7266666666667
"12/29/17","time22:00",11.5066666666667
"12/29/17","time23:00",10.8
"12/30/17","time00:00",9.40666666666667
"12/30/17","time01:00",8.96666666666667
"12/30/17","time02:00",9.1
"12/30/17","time03:00",8.86666666666667
"12/30/17","time04:00",9.04666666666667
"12/30/17","time05:00",9.51333333333333
"12/30/17","time06:00",10.2466666666667
"12/30/17","time07:00",9.74
"12/30/17","time08:00",8.78666666666667
"12/30/17","time09:00",8.66
"12/30/17","time10:00",8.39333333333333
"12/30/17","time11:00",8.44666666666667
"12/30/17","time12:00",8.51333333333333
"12/30/17","time13:00",8.48
"12/30/17","time14:00",8.56666666666667
"12/30/17","time15:00",9.2
"12/30/17","time16:00",8.48
"12/30/17","time17:00",9.58666666666667
"12/30/17","time18:00",10.3533333333333
"12/30/17","time19:00",10.4866666666667
"12/30/17","time20:00",10.4866666666667
"12/30/17","time21:00",10.5066666666667
"12/30/17","time22:00",10.4733333333333
"12/30/17","time23:00",10.3066666666667
"12/31/17","time00:00",9.18
"12/31/17","time01:00",8.79333333333333
"12/31/17","time02:00",8.7
"12/31/17","time03:00",8.8
"12/31/17","time04:00",8.68666666666667
"12/31/17","time05:00",9.39333333333333
"12/31/17","time06:00",10.2466666666667
"12/31/17","time07:00",9.29333333333333
"12/31/17","time08:00",8.58
"12/31/17","time09:00",8.26
"12/31/17","time10:00",8.29333333333333
"12/31/17","time11:00",8.34
"12/31/17","time12:00",8.14666666666667
"12/31/17","time13:00",8.21333333333333
"12/31/17","time14:00",9.06666666666667
"12/31/17","time15:00",8.94666666666667
"12/31/17","time16:00",8.45333333333333
"12/31/17","time17:00",9.56666666666667
"12/31/17","time18:00",10.4333333333333
"12/31/17","time19:00",10.5066666666667
"12/31/17","time20:00",10.34
"12/31/17","time21:00",10.6066666666667
"12/31/17","time22:00",10.36
"12/31/17","time23:00",10.52
